steamid
440
808910
32350
32510
560170
24170
32400
32380
6020
6030
355250
361670
361690
32470
1119030
34284
1942050
7670
50130
38400
6010
32500
21000
32330
208580
32450
7940
260210
12120
245300
203630
2350511
1399480
221260
301760
12180
12110
12210
324160
213330
219640
32200
2184590
2184580
35700
335240
48240
239430
35460
203140
219780
1250
241540
561120
275530
1064271
559070
384570
12100
362890
33230
40990
599390
39140
4500
2310
7010
221640
339230
22300
25890
340
200710
246840
276890
17300
2920
6860
529890
39150
67370
2131650
205190
13200
6920
44360
266410
25830
589880
675690
3910
3900
8930
6830
8890
15370
24870
70300
9800
271590
22500
2270
380
1342630
57300
200510
24200
694500
115200
4880
105450
105430
71163
71113
208480
71162
1064273
22330
455910
32420
354430
1058020
6060
32440
3843520
34190
43110
10
960990
381990
3171460
292420
19900
3430300
359390
542290
3314070
222520
3314060
47890
297860
1343400
46560
2280
2011900
220
595060
300820
15100
41500
9050
403400
10090
42700
2630
1500
17390
2620
35130
212160
292160
2668510
287020
420
12440
12450
353980
7870
216150
9860
227860
108710
1347780
38490
200940
46500
8000
225260
39540
358440
295207
295208
295209
325983
376968
448182
448183
448200
448201
448202
448203
448204
448205
448206
448207
448208
448209
500216
500240
500242
512310
512311
512312
512313
512314
512315
513090
513091
513092
513093
513094
513095
513096
513097
513098
513099
513100
513101
513102
513103
513104
513105
513108
513109
513111
513112
513113
513114
513115
513116
513117
513118
513119
562391
623250
623260
623262
623263
623264
623265
623268
643690
643693
643694
643695
643696
643697
643698
643699
678160
678180
678181
678182
678183
678185
678186
678187
678188
704320
704321
704322
704325
704326
704327
704328
774760
861882
861883
258655
277737
258666
677951
500249
376955
500215
500243
642800
562386
208286
376954
10220
4560
228200
275510
3540
260130
17080
312780
17410
345240
214250
2061230
13570
382900
37700
302340
343800
1282690
242960
562376
562370
277751
562397
376977
562382
448198
562379
562375
500241
448195
448191
500247
277758
562380
376972
376976
277765
376958
376952
376930
376949
325976
222573
376934
65217
325961
325965
325964
325972
325963
277749
277763
277759
277754
222631
277740
222621
222634
258677
258674
325951
222619
325989
65252
258641
258668
325994
208348
376967
376964
376957
277762
222623
222543
222547
896764
277761
325950
208281
65249
208342
65254
222622
1012101
258678
222636
222556
208293
222574
208370
222612
222597
222599
222571
222596
222595
208375
222568
208352
208295
211720
213176
16870
33934
239550
201310
737001
247297
385970
272030
325724
304380
288520
332350
244610
435881
353830
395180
490650
201280
488060
369150
715850
205630
41046
55390
55399
55400
55385
55387
55393
55389
55396
55391
235230
55388
55398
55397
55394
55395
55392
55386
493530
1046682
1046680
1046681
1021790
22364
22361
22363
413160
982110
723800
1080320
348561
896000
1118010
462351
313760
34010
46480
550900
15970
400
254700
17460
893180
390100
70640
620
70
222160
224920
1064220
9060
27000
80310
532320
1882261
200260
57400
2210
113400
33910
33900
3960
115100
73170
8850
254860
264380
315810
889921
540710
1220130
277590
264803
595290
565040
325723
3020
284050
13250
2100
501990
1407200
2780
763970
34220
71111
38430
242980
263300
1920520
247430
2429640
21690
268400
304030
45710
638490
3330
207490
974090
202310
331160
31290
316720
799960
358920
22350
206210
216210
24240
242700
225020
304240
24420
212500
211202
211205
1251870
2432050
3109790
2668900
2439570
1376770
1024810
1989900
2714750
1055910
1083900
1106820
2391850
1123540
1168620
1294530
1599260
1195740
1661000
3087520
1676230
1177560
1152930
3008670
2829580
2772740
2261231
2261230
1591080
1005970
1005971
1005972
1021000
1257790
1487090
1487091
1501870
3260890
2642210
2561450
2561440
3210350
2394480
2790730
2879370
2790710
2724730
206193
3102580
3246790
282512
282513
282514
282515
282516
3592110
3592100
3596190
1107180
208294
24055
65229
24028
24029
222591
24082
208353
258650
513110
277735
562374
623261
1147159
275134
295203
295204
295205
295206
364820
9900
4320
359650
364810
364800
203250
600750
527100
2780980
616920
896765
967300
513107
500210
834405
861884
642790
896712
896716
513106
967285
441720
500370
526040
1512110
405080
1817370
710490
1819400
1196770
1471590
1349400
1238440
1647620
1726150
1747960
1567110
1749080
518910
1303183
1889490
1033530
1811550
1348661
1934140
1966430
1133000
1288460
1701060
206882
206881
1809490
787340
1903410
1948120
433242
433241
1880650
2013290
400750
1911520
1303184
1136890
1435530
804760
2114760
1128880
1224868
1224898
1224850
1224851
1224852
1224853
310360
815040
286360
378630
31190
31170
31210
1655220
1340640
2533050
1160540
1817490
2555190
940220
1451810
2183930
2265340
1618840
1812160
1874460
2057012
2057011
2057010
2282470
2443734
2443732
2443733
2796840
282511
282510
2620810
2437280
2469400
2399750
2294610
2198470
2102730
1204130
1345970
554380
946430
971924
971925
971995
971996
971998
971999
756660
210902
689950
567810
616060
1262572
1271371
1451460
396920
937891
1415070
1581450
495510
553280
944290
716670
498870
1045980
756010
844810
642750
1140000
1522090
1140001
1341520
420610
715194
547502
715191
614580
614581
456200
515191
944071
1146930
815460
584140
530760
702350
1158100
1348660
1149640
1392840
1601350
1637251
1637250
1515063
1429757
1364033
1107812
1429752
677960
448192
980548
222613
1267507
642804
861887
277752
277756
325959
258640
222610
376956
222544
325958
208280
65255
65258
258644
277757
1560935
1429754
1267502
1230274
1267509
1364036
1429756
1230279
1267504
1560938
1230277
1098166
896719
277739
65231
222627
448180
222632
1012102
1985790
1899750
1804690
2809330
916360
916361
1763310
1734080
1634040
1734080
1622940
1817490
2555190
2961080
2357570
2458460
